time,Hip Angle,Knee Angle,Hip Momentum,Knee Momentum
2.63,0.00057205,-0.37476,-1.2559,0.85199
2.635,0,-0.37476,-1.2258,0.87438
2.64,-0.00087158,-0.37507,-1.1919,0.90167
2.645,-0.0017396,-0.37589,-1.1508,0.92933
2.65,-0.0023135,-0.37556,-1.1066,0.95321
2.655,-0.0031643,-0.37605,-1.0569,0.98248
2.66,-0.0040663,-0.37637,-1.0053,1.0141
2.665,-0.0046979,-0.37622,-0.95232,1.0475
2.67,-0.005252,-0.37605,-0.89717,1.0848
2.675,-0.0060627,-0.37652,-0.84102,1.1302
2.68,-0.0066936,-0.37605,-0.78557,1.174
2.685,-0.0071814,-0.37556,-0.72845,1.2201
2.69,-0.0079646,-0.37556,-0.66958,1.2655
2.695,-0.0086013,-0.37525,-0.61234,1.314
2.7,-0.0093823,-0.3749,-0.55654,1.36
2.705,-0.010023,-0.37457,-0.50038,1.4097
2.71,-0.010497,-0.37426,-0.44876,1.4581
2.715,-0.011231,-0.37304,-0.39922,1.5097
2.72,-0.011687,-0.37295,-0.35186,1.5583
2.725,-0.012089,-0.37215,-0.30353,1.6101
2.73,-0.012683,-0.37114,-0.25562,1.6627
2.735,-0.013302,-0.37037,-0.20464,1.7178
2.74,-0.013909,-0.36985,-0.15435,1.772
2.745,-0.014519,-0.36877,-0.10295,1.8277
2.75,-0.014923,-0.36749,-0.056146,1.879
2.755,-0.015142,-0.36676,-0.010177,1.9268
2.76,-0.015728,-0.36596,0.03186,1.9684
2.765,-0.016356,-0.36449,0.071386,2.0035
2.77,-0.016757,-0.36366,0.10732,2.0347
2.775,-0.017392,-0.36249,0.14264,2.0634
2.78,-0.017787,-0.36131,0.17325,2.0863
2.785,-0.018179,-0.35977,0.20348,2.1106
2.79,-0.018814,-0.35867,0.23195,2.134
2.795,-0.019197,-0.35752,0.257,2.1521
2.8,-0.019451,-0.3564,0.28056,2.1691
2.805,-0.020088,-0.35455,0.3027,2.1858
2.81,-0.02046,-0.35303,0.31903,2.1946
2.815,-0.020987,-0.35149,0.33213,2.2023
2.82,-0.02162,-0.34948,0.34382,2.2114
2.825,-0.021891,-0.34831,0.3528,2.2169
2.83,-0.02244,-0.34716,0.35988,2.2186
2.835,-0.023071,-0.34532,0.36728,2.2226
2.84,-0.023349,-0.344,0.37334,2.218
2.845,-0.023631,-0.34269,0.37865,2.2056
2.85,-0.023631,-0.34139,0.38104,2.185
2.855,-0.02397,-0.34007,0.38117,2.1553
2.86,-0.024251,-0.33894,0.38112,2.1106
2.865,-0.024533,-0.33708,0.38134,2.0639
2.87,-0.024533,-0.33591,0.3824,2.01
2.875,-0.024817,-0.33495,0.38637,1.9502
2.88,-0.024817,-0.33379,0.39124,1.8873
2.885,-0.024817,-0.33272,0.39674,1.8263
2.89,-0.024817,-0.33157,0.40378,1.7564
2.895,-0.024817,-0.33044,0.4103,1.6816
2.9,-0.024533,-0.32935,0.41881,1.6055
2.905,-0.024533,-0.32826,0.43197,1.526
2.91,-0.024251,-0.32714,0.44728,1.437
2.915,-0.02397,-0.32604,0.46535,1.3468
2.92,-0.02397,-0.32489,0.48799,1.2566
2.925,-0.023631,-0.32408,0.51017,1.1616
2.93,-0.023349,-0.32255,0.5334,1.0637
2.935,-0.023071,-0.32173,0.55978,0.96862
2.94,-0.022718,-0.32123,0.58717,0.86951
2.945,-0.02252,-0.31943,0.61644,0.76297
2.95,-0.022164,-0.31842,0.65021,0.65376
2.955,-0.0218,-0.3179,0.68568,0.54237
2.96,-0.021255,-0.31658,0.72395,0.42661
2.965,-0.020882,-0.31606,0.76469,0.31487
2.97,-0.020349,-0.31477,0.80584,0.2113
2.975,-0.019708,-0.3137,0.8475,0.11421
2.98,-0.019324,-0.31295,0.88904,0.024491
2.985,-0.018677,-0.31244,0.92653,-0.05438
2.99,-0.018033,-0.31132,0.96208,-0.12968
2.995,-0.017635,-0.31094,0.994,-0.20231
3,-0.016993,-0.30982,1.0234,-0.26977
3.005,-0.016356,-0.30917,1.0511,-0.33369
3.01,-0.015776,-0.30869,1.0774,-0.39639
3.015,-0.015142,-0.30835,1.0999,-0.45087
3.02,-0.014519,-0.30753,1.1217,-0.4973
3.025,-0.013708,-0.30707,1.1384,-0.54142
3.03,-0.012897,-0.30673,1.15,-0.58238
3.035,-0.012492,-0.30662,1.1568,-0.61993
3.04,-0.011687,-0.30593,1.1593,-0.65774
3.045,-0.010825,-0.30603,1.1569,-0.69816
3.05,-0.010263,-0.30593,1.1527,-0.73823
3.055,-0.0096282,-0.30593,1.1444,-0.78008
3.06,-0.0086013,-0.30567,1.1349,-0.82242
3.065,-0.0079646,-0.30603,1.1248,-0.86412
3.07,-0.007328,-0.30628,1.1111,-0.90505
3.075,-0.006429,-0.30648,1.0945,-0.94715
3.08,-0.0057955,-0.30707,1.0773,-0.98716
3.085,-0.004896,-0.30753,1.0556,-1.0306
3.09,-0.0042753,-0.30801,1.0304,-1.0798
3.095,-0.0035021,-0.30902,1.0033,-1.1345
3.1,-0.0025983,-0.30983,0.97302,-1.1946
3.105,-0.0020267,-0.31032,0.93989,-1.2623
3.11,-0.00085734,-0.31132,0.90737,-1.3333
3.115,0,-0.31265,0.87418,-1.4104
3.12,0.00085734,-0.3137,0.84242,-1.4881
3.125,0.0014271,-0.3145,0.81123,-1.5661
3.13,0.002276,-0.31606,0.78066,-1.6466
3.135,0.0034452,-0.31761,0.75067,-1.7319
3.14,0.004345,-0.31893,0.72295,-1.8159
3.145,0.005252,-0.32056,0.69484,-1.9068
3.15,0.0061606,-0.32235,0.66939,-2.0022
3.155,0.0070667,-0.32372,0.64556,-2.0976
3.16,0.0082188,-0.32592,0.62388,-2.1912
3.165,0.0091329,-0.32754,0.60335,-2.2878
3.17,0.010023,-0.32899,0.58371,-2.3784
3.175,0.011059,-0.33044,0.56527,-2.4623
3.18,0.011867,-0.33157,0.55013,-2.5378
3.185,0.012492,-0.33308,0.53218,-2.6051
3.19,0.013302,-0.33414,0.51231,-2.6563
3.195,0.014114,-0.33529,0.49324,-2.6932
3.2,0.014733,-0.33576,0.4705,-2.7135
3.205,0.015142,-0.33658,0.4419,-2.7194
3.21,0.015954,-0.33756,0.41379,-2.7045
3.215,0.016757,-0.33885,0.38553,-2.6742
3.22,0.017787,-0.33944,0.35635,-2.6278
3.225,0.017392,-0.33977,0.32713,-2.566
3.23,0.018426,-0.34065,0.30062,-2.4903
3.235,0.019067,-0.34093,0.27347,-2.4044
3.24,0.019324,-0.34167,0.24363,-2.3012
3.245,0.019708,-0.34218,0.20797,-2.1865
3.25,0.020349,-0.34244,0.17274,-2.0638
3.255,0.020614,-0.34269,0.13322,-1.9261
3.26,0.020987,-0.34348,0.090134,-1.7746
3.265,0.021255,-0.34348,0.04517,-1.6166
3.27,0.022077,-0.34372,0.0022025,-1.4454
3.275,0.022718,-0.34369,-0.044437,-1.2572
3.28,0.022794,-0.34446,-0.092338,-1.0619
3.285,0.023349,-0.34446,-0.14054,-0.85653
3.29,0.023631,-0.34474,-0.18843,-0.63927
3.295,0.023913,-0.34503,-0.23813,-0.41833
3.3,0.024199,-0.34532,-0.29053,-0.20123
3.305,0.024485,-0.34553,-0.34473,0.014353
3.31,0.024774,-0.34574,-0.39721,0.22051
3.315,0.025063,-0.34574,-0.44825,0.41067
3.32,0.025063,-0.34604,-0.49806,0.58622
3.325,0.025355,-0.34604,-0.54144,0.74562
3.33,0.025647,-0.34634,-0.57693,0.88627
3.335,0.02594,-0.34634,-0.6094,1.0077
3.34,0.02594,-0.34685,-0.63971,1.1142
3.345,0.02594,-0.34716,-0.66776,1.2032
3.35,0.026234,-0.34716,-0.69132,1.2772
3.355,0.026544,-0.34703,-0.71577,1.3412
3.36,0.026254,-0.34766,-0.73976,1.3928
3.365,0.025965,-0.34815,-0.75988,1.4274
3.37,0.025965,-0.34847,-0.77185,1.4493
3.375,0.025965,-0.34863,-0.78778,1.46
3.38,0.026254,-0.34863,-0.79977,1.4517
3.385,0.026254,-0.34863,-0.80579,1.4337
3.39,0.025676,-0.34929,-0.80918,1.4067
3.395,0.025676,-0.34929,-0.81557,1.3692
3.4,0.025389,-0.34962,-0.81792,1.3176
3.405,0.025389,-0.34976,-0.82045,1.2608
3.41,0.025389,-0.34989,-0.82626,1.1901
3.415,0.025102,-0.35022,-0.83393,1.1112
3.42,0.024817,-0.35056,-0.83938,1.0259
3.425,0.024533,-0.3509,-0.84058,0.94123
3.43,0.024251,-0.35125,-0.83995,0.85164
3.435,0.02397,-0.35135,-0.83721,0.766
3.44,0.024199,-0.35056,-0.83208,0.6857
3.445,0.023631,-0.35125,-0.82601,0.61083
3.45,0.023071,-0.35159,-0.82297,0.53988
3.455,0.022718,-0.35195,-0.82213,0.47681
3.46,0.02244,-0.35195,-0.82234,0.41933
3.465,0.022164,-0.35204,-0.82442,0.36428
3.47,0.021891,-0.35204,-0.82759,0.315
3.475,0.021526,-0.35204,-0.83215,0.27179
3.48,0.020882,-0.35231,-0.83611,0.23129
3.485,0.020349,-0.35274,-0.83804,0.19678
3.49,0.019708,-0.3531,-0.83894,0.16921
3.495,0.019708,-0.3531,-0.8411,0.14558
3.5,0.018814,-0.35303,-0.83961,0.12575
3.505,0.018426,-0.35303,-0.83642,0.11483
3.51,0.018033,-0.35267,-0.83527,0.10649
3.515,0.017635,-0.35267,-0.83315,0.10373
3.52,0.016993,-0.35267,-0.82965,0.10532
3.525,0.016757,-0.35239,-0.82441,0.11228
3.53,0.016128,-0.35239,-0.81585,0.12106
3.535,0.015549,-0.3516,-0.80215,0.13786
3.54,0.014923,-0.35195,-0.7875,0.15573
3.545,0.014519,-0.35125,-0.77067,0.17906
3.55,0.013708,-0.35079,-0.75722,0.20533
3.555,0.013302,-0.35044,-0.74497,0.23852
3.56,0.012492,-0.34997,-0.73375,0.27338
3.565,0.011867,-0.34929,-0.72415,0.3108
3.57,0.011461,-0.34896,-0.71611,0.34819
3.575,0.010891,-0.34815,-0.70521,0.38757
3.58,0.010023,-0.34716,-0.6948,0.42703
3.585,0.009237,-0.34697,-0.68498,0.46736
3.59,0.0086013,-0.34583,-0.67132,0.51533
3.595,0.0079646,-0.34532,-0.65665,0.56703
3.6,0.0068014,-0.34322,-0.64553,0.62229
3.605,0.0061606,-0.34217,-0.63503,0.68047
3.61,0.0055248,-0.34135,-0.62503,0.74452
3.615,0.004345,-0.33946,-0.61758,0.8134
3.62,0.0037236,-0.33842,-0.61197,0.89149
3.625,0.0028824,-0.33659,-0.60288,0.97587
3.63,0.0020267,-0.33542,-0.59434,1.0643
3.635,0.0011618,-0.3337,-0.58712,1.1543
3.64,0,-0.33162,-0.58289,1.2409
3.645,-0.00085734,-0.32973,-0.57761,1.3256
3.65,-0.0019938,-0.3275,-0.57891,1.4095
3.655,-0.002836,-0.32561,-0.58435,1.4954
3.66,-0.0040009,-0.32372,-0.59319,1.5814
3.665,-0.004896,-0.32221,-0.60091,1.6706
3.67,-0.0057955,-0.32056,-0.61223,1.7547
3.675,-0.006429,-0.31943,-0.61806,1.8306
3.68,-0.0074459,-0.31833,-0.62124,1.8924
3.685,-0.0083488,-0.31682,-0.62083,1.9431
3.69,-0.0089899,-0.31579,-0.61744,1.9776
3.695,-0.0096282,-0.31477,-0.60907,2.0006
3.7,-0.010423,-0.31402,-0.60231,2.013
3.705,-0.011059,-0.31324,-0.5917,2.0149
3.71,-0.011867,-0.31232,-0.57823,2.0059
3.715,-0.012492,-0.31174,-0.56508,1.9838
3.72,-0.013302,-0.31125,-0.55069,1.9488
3.725,-0.013708,-0.31046,-0.52817,1.8979
3.73,-0.014324,-0.31014,-0.50255,1.834
3.735,-0.01471,-0.30919,-0.47429,1.7526
3.74,-0.015109,-0.30821,-0.43976,1.6561
3.745,-0.015728,-0.30821,-0.39937,1.5408
3.75,-0.016757,-0.30821,-0.36223,1.4121
3.755,-0.017153,-0.30808,-0.32418,1.2708
3.76,-0.017787,-0.30763,-0.28397,1.1173
3.765,-0.018426,-0.30763,-0.24412,0.95264
3.77,-0.018677,-0.30741,-0.20523,0.77691
3.775,-0.018933,-0.30719,-0.15753,0.58972
3.78,-0.019192,-0.30684,-0.10368,0.38825
3.785,-0.019584,-0.30684,-0.042879,0.17549
3.79,-0.020349,-0.30696,0.022672,-0.044394
3.795,-0.020349,-0.30628,0.09394,-0.26333
3.8,-0.020882,-0.30638,0.16099,-0.47521
3.805,-0.021526,-0.30638,0.22465,-0.67284
3.81,-0.022164,-0.30628,0.28066,-0.85396
3.815,-0.02244,-0.30628,0.33126,-1.0147
3.82,-0.022718,-0.30628,0.37291,-1.1589
3.825,-0.022718,-0.30638,0.41319,-1.289
3.83,-0.023349,-0.30662,0.44852,-1.4061
3.835,-0.023631,-0.30662,0.48193,-1.5098
3.84,-0.023913,-0.30662,0.51336,-1.6019
3.845,-0.023913,-0.30673,0.54586,-1.6801
3.85,-0.024533,-0.30696,0.57152,-1.7444
3.855,-0.024533,-0.30662,0.59553,-1.7935
3.86,-0.024817,-0.30707,0.61564,-1.8291
3.865,-0.025102,-0.30707,0.62941,-1.8548
3.87,-0.025102,-0.30707,0.6349,-1.8693
3.875,-0.025102,-0.30707,0.64282,-1.8715
3.88,-0.025389,-0.30707,0.64865,-1.8651
3.885,-0.025389,-0.30707,0.65558,-1.8444
3.89,-0.025704,-0.3073,0.66738,-1.8042
3.895,-0.025704,-0.3073,0.68248,-1.7478
3.9,-0.025102,-0.30719,0.69212,-1.6789
3.905,-0.025102,-0.30719,0.69878,-1.5971
3.91,-0.025102,-0.30719,0.69903,-1.5057
3.915,-0.025102,-0.30753,0.69382,-1.4107
3.92,-0.025102,-0.30753,0.68423,-1.3162
3.925,-0.025102,-0.30753,0.67462,-1.2238
3.93,-0.024817,-0.30753,0.66715,-1.1344
3.935,-0.024817,-0.30788,0.66577,-1.0531
3.94,-0.024533,-0.30741,0.66722,-0.9787
3.945,-0.024533,-0.30741,0.67498,-0.90616
3.95,-0.024199,-0.30801,0.6856,-0.83662
3.955,-0.024199,-0.30801,0.69702,-0.7694
3.96,-0.024199,-0.30835,0.70572,-0.7032
3.965,-0.024199,-0.30869,0.71217,-0.64137
3.97,-0.022999,-0.30801,0.7155,-0.5849
3.975,-0.022718,-0.30835,0.72202,-0.52984
3.98,-0.022718,-0.30835,0.72836,-0.48084
3.985,-0.022164,-0.30801,0.73862,-0.43273
3.99,-0.022164,-0.30835,0.75404,-0.38133
3.995,-0.02162,-0.30821,0.77223,-0.3307
4,-0.021255,-0.30902,0.78458,-0.28671
4.005,-0.020882,-0.30917,0.79728,-0.24428
4.01,-0.020614,-0.30883,0.80499,-0.21114
4.015,-0.020234,-0.30933,0.80763,-0.19002
4.02,-0.019584,-0.30966,0.80761,-0.17843
4.025,-0.019324,-0.30982,0.80812,-0.17029
4.03,-0.018933,-0.31032,0.80508,-0.1668
4.035,-0.018283,-0.31049,0.80294,-0.16683
4.04,-0.017787,-0.31081,0.79952,-0.16791
4.045,-0.017392,-0.31081,0.7936,-0.16732
4.05,-0.016993,-0.31163,0.78929,-0.16864
4.055,-0.016356,-0.31214,0.78583,-0.17252
4.06,-0.015954,-0.31265,0.78038,-0.17534
4.065,-0.015327,-0.31288,0.7747,-0.18141
4.07,-0.014923,-0.31374,0.76811,-0.19676
4.075,-0.013909,-0.31422,0.75912,-0.21554
4.08,-0.013302,-0.31501,0.75095,-0.23815
4.085,-0.012492,-0.31582,0.74682,-0.26675
4.09,-0.012089,-0.31662,0.74747,-0.29514
4.095,-0.01164,-0.31812,0.74826,-0.32473
4.1,-0.011059,-0.31872,0.74554,-0.36138
4.105,-0.010263,-0.31955,0.74,-0.40235
4.11,-0.009237,-0.32123,0.7274,-0.4535
4.115,-0.0086013,-0.32221,0.70746,-0.5179
4.12,-0.0079646,-0.3236,0.68934,-0.58683
4.125,-0.0070667,-0.32489,0.67742,-0.65713
4.13,-0.0061606,-0.32635,0.66726,-0.7319
4.135,-0.005252,-0.3279,0.66302,-0.80275
4.14,-0.004345,-0.32971,0.6628,-0.8712
4.145,-0.0034452,-0.33125,0.66287,-0.93854
4.15,-0.0025983,-0.33308,0.66322,-1.0104
4.155,-0.0014271,-0.33507,0.66752,-1.0846
4.16,-0.00057205,-0.33659,0.6718,-1.1601
4.165,0.00028575,-0.33823,0.67747,-1.2355
4.17,0.0011429,-0.33977,0.6856,-1.3147
4.175,0.0019938,-0.34111,0.69201,-1.389
4.18,0.0031643,-0.3422,0.69483,-1.4563
4.185,0.0037236,-0.34375,0.69669,-1.5187
4.19,0.004622,-0.3451,0.69763,-1.5729
4.195,0.005252,-0.34583,0.69585,-1.6108
4.2,0.0061606,-0.34685,0.69143,-1.6392
4.205,0.0069557,-0.34783,0.68337,-1.6587
4.21,0.0077074,-0.34815,0.66956,-1.6655
4.215,0.0083488,-0.34863,0.64961,-1.6587
4.22,0.0089899,-0.34976,0.627,-1.6408
4.225,0.0096282,-0.34962,0.60529,-1.6052
4.23,0.010659,-0.35022,0.58564,-1.5524
4.235,0.011059,-0.35044,0.56906,-1.4807
4.24,0.012089,-0.35101,0.55558,-1.3925
4.245,0.012683,-0.35068,0.53959,-1.2899
4.25,0.013106,-0.35135,0.51773,-1.177
4.255,0.013909,-0.35135,0.49017,-1.0505
4.26,0.014519,-0.35125,0.45791,-0.91669
4.265,0.015142,-0.3509,0.41969,-0.77011
4.27,0.015728,-0.35135,0.37716,-0.61495
4.275,0.015954,-0.35125,0.33179,-0.44507
4.28,0.01659,-0.3509,0.28202,-0.26214
4.285,0.017787,-0.35035,0.2302,-0.066616
4.29,0.018283,-0.34989,0.17802,0.13508
4.295,0.018537,-0.34976,0.12527,0.34776
4.3,0.018933,-0.34976,0.07325,0.56056
4.305,0.019584,-0.34896,0.024359,0.76725
4.31,0.020234,-0.34863,-0.024675,0.96695
4.315,0.020234,-0.3488,-0.07521,1.1569
4.32,0.020614,-0.34847,-0.12446,1.329
4.325,0.021255,-0.34783,-0.17128,1.4885
4.33,0.021891,-0.34721,-0.21453,1.6372
4.335,0.022164,-0.34685,-0.25462,1.7693
4.34,0.022718,-0.34604,-0.28823,1.8844
4.345,0.023282,-0.34524,-0.31634,1.9898
4.35,0.023568,-0.34474,-0.3415,2.0781
4.355,0.023568,-0.34428,-0.36785,2.1486
4.36,0.024145,-0.34321,-0.39137,2.2073
4.365,0.024199,-0.34295,-0.41689,2.2562
4.37,0.024533,-0.34269,-0.44479,2.2851
4.375,0.024817,-0.34218,-0.47255,2.303
4.38,0.024817,-0.34191,-0.49636,2.3072
4.385,0.025102,-0.34116,-0.52147,2.2965
4.39,0.025389,-0.34015,-0.54184,2.2674
4.395,0.025965,-0.33915,-0.55628,2.234
4.4,0.025965,-0.33885,-0.56653,2.1881
4.405,0.025965,-0.33836,-0.57252,2.1323
4.41,0.025965,-0.33787,-0.57599,2.0657
4.415,0.025965,-0.33692,-0.58052,1.993
4.42,0.025965,-0.33643,-0.58733,1.9043
4.425,0.025965,-0.33596,-0.59743,1.808
4.43,0.025965,-0.33563,-0.61243,1.7059
4.435,0.025965,-0.33483,-0.62641,1.603
4.44,0.025389,-0.33436,-0.63801,1.5021
4.445,0.025389,-0.33354,-0.64856,1.4095
4.45,0.025102,-0.3328,-0.65905,1.3211
4.455,0.025102,-0.33193,-0.67028,1.2401
4.46,0.025102,-0.33157,-0.68188,1.1663
4.465,0.024817,-0.33125,-0.69774,1.094
4.47,0.024817,-0.33044,-0.71756,1.0177
4.475,0.024485,-0.32899,-0.7385,0.94466
4.48,0.024199,-0.32862,-0.75654,0.87288
4.485,0.023631,-0.32823,-0.77802,0.79721
4.49,0.023349,-0.32714,-0.79663,0.72541
4.495,0.023349,-0.32677,-0.8104,0.66626
4.5,0.022794,-0.32598,-0.82145,0.61048
4.505,0.022247,-0.32554,-0.83416,0.56025
4.51,0.0218,-0.32397,-0.84227,0.52431
4.515,0.021526,-0.32337,-0.85156,0.49526
4.52,0.020882,-0.32242,-0.86599,0.4635
4.525,0.020614,-0.32173,-0.88275,0.43565
4.53,0.020088,-0.3209,-0.90098,0.40976
4.535,0.019324,-0.31955,-0.92086,0.38231
4.54,0.019067,-0.31862,-0.93901,0.3575
4.545,0.018426,-0.31738,-0.95041,0.34445
4.55,0.017635,-0.31606,-0.95764,0.34081
4.555,0.016918,-0.31501,-0.96078,0.34838
4.56,0.016128,-0.3137,-0.96346,0.36299
4.565,0.015327,-0.31235,-0.96655,0.38517
4.57,0.014519,-0.311,-0.97229,0.40911
4.575,0.013909,-0.31017,-0.9772,0.43342
4.58,0.013106,-0.30883,-0.98109,0.45301
4.585,0.012307,-0.30788,-0.98349,0.47156
4.59,0.011687,-0.30673,-0.9843,0.48988
4.595,0.011059,-0.30603,-0.98247,0.50856
4.6,0.010023,-0.30487,-0.98233,0.5253
4.605,0.009237,-0.3041,-0.98375,0.54335
4.61,0.0089899,-0.30379,-0.98062,0.56131
4.615,0.0082188,-0.30268,-0.97504,0.57092
4.62,0.0075864,-0.30194,-0.96852,0.57357
4.625,0.0066936,-0.30157,-0.9578,0.57392
4.63,0.0060627,-0.30121,-0.94102,0.56932
4.635,0.005252,-0.30121,-0.92611,0.55207
4.64,0.0042753,-0.3005,-0.91134,0.53113
4.645,0.0037236,-0.30048,-0.89199,0.50251
4.65,0.002791,-0.2998,-0.87187,0.46555
4.655,0.0019619,-0.30018,-0.85332,0.41883
4.66,0.0011245,-0.30018,-0.8327,0.37052
4.665,0.00057205,-0.3005,-0.80978,0.31268
4.67,0,-0.30086,-0.79023,0.24456
4.675,-0.0008435,-0.30086,-0.76883,0.16082
4.68,-0.0014041,-0.30121,-0.74333,0.063332
4.685,-0.0019938,-0.30194,-0.71376,-0.049328
4.69,-0.002836,-0.3023,-0.67982,-0.17612
4.695,-0.0033902,-0.30302,-0.63909,-0.31392
4.7,-0.004345,-0.30445,-0.59639,-0.45867
4.705,-0.005252,-0.30516,-0.55384,-0.60989
4.71,-0.0057955,-0.30593,-0.51206,-0.76605
4.715,-0.0066936,-0.30696,-0.47193,-0.92482
4.72,-0.0070667,-0.30788,-0.43481,-1.0828
4.725,-0.0078408,-0.30854,-0.39623,-1.2373
4.73,-0.0083488,-0.31063,-0.35554,-1.3893
4.735,-0.0088505,-0.31113,-0.31707,-1.5353
4.74,-0.0094806,-0.31244,-0.27904,-1.6727
4.745,-0.010023,-0.31402,-0.24139,-1.8074
4.75,-0.010423,-0.31579,-0.207,-1.9421
4.755,-0.011059,-0.31681,-0.17786,-2.0697
4.76,-0.011461,-0.31893,-0.14634,-2.1939
4.765,-0.011867,-0.32024,-0.11228,-2.3154
4.77,-0.012273,-0.32187,-0.076973,-2.4261
4.775,-0.012492,-0.32372,-0.038667,-2.5276
4.78,-0.012897,-0.32533,0.0060852,-2.6214
4.785,-0.013106,-0.32677,0.053651,-2.7071
4.79,-0.013106,-0.32937,0.1013,-2.7825
4.795,-0.013302,-0.33157,0.15138,-2.8515
4.8,-0.013302,-0.3328,0.20127,-2.9052
4.805,-0.013708,-0.3346,0.24744,-2.9472
4.81,-0.013708,-0.33741,0.28928,-2.9782
4.815,-0.013708,-0.33925,0.32795,-2.9982
4.82,-0.013708,-0.34139,0.3628,-3.0058
4.825,-0.013106,-0.34428,0.39763,-3.0061
4.83,-0.013106,-0.34665,0.4369,-2.9979
4.835,-0.012915,-0.34865,0.48164,-2.9799
4.84,-0.012915,-0.35103,0.5325,-2.9536
4.845,-0.012915,-0.35296,0.58904,-2.9217
4.85,-0.012915,-0.35489,0.64514,-2.8865
4.855,-0.012915,-0.35678,0.6962,-2.8422
4.86,-0.012915,-0.35898,0.74269,-2.794
4.865,-0.012915,-0.3605,0.78211,-2.7397
4.87,-0.012915,-0.36249,0.81578,-2.6759
4.875,-0.013106,-0.36366,0.84521,-2.5964
4.88,-0.013106,-0.36596,0.87347,-2.5155
4.885,-0.013302,-0.36697,0.89738,-2.4191
4.89,-0.013302,-0.36908,0.91703,-2.3133
4.895,-0.013302,-0.37037,0.93108,-2.2013
4.9,-0.013708,-0.37193,0.93998,-2.0883
4.905,-0.013708,-0.37345,0.941,-1.9639
4.91,-0.013708,-0.37493,0.93602,-1.8431
4.915,-0.014114,-0.37637,0.9247,-1.7178
4.92,-0.014309,-0.37843,0.9059,-1.5882
4.925,-0.014309,-0.38023,0.88133,-1.4601
4.93,-0.014519,-0.38129,0.85286,-1.3343
4.935,-0.014733,-0.38275,0.82004,-1.201
4.94,-0.015142,-0.38418,0.78415,-1.0697
4.945,-0.015142,-0.38563,0.74637,-0.94012
4.95,-0.015327,-0.38705,0.70272,-0.80097
4.955,-0.015327,-0.38853,0.65061,-0.65352
4.96,-0.015549,-0.39046,0.59015,-0.50842
4.965,-0.015776,-0.39175,0.52241,-0.36035
4.97,-0.016007,-0.39306,0.44772,-0.21086
4.975,-0.016356,-0.39469,0.37304,-0.069143
4.98,-0.01659,-0.39623,0.30121,0.057637
4.985,-0.01659,-0.39779,0.23477,0.17771
4.99,-0.01659,-0.39906,0.17467,0.28456
4.995,-0.016757,-0.40029,0.12077,0.37824
5,-0.016993,-0.40266,0.072172,0.45356
5.005,-0.016757,-0.40346,0.029334,0.52337
5.01,-0.016993,-0.40493,-0.0087499,0.57496
5.015,-0.016757,-0.40618,-0.042168,0.61655
5.02,-0.016757,-0.4073,-0.069877,0.64583
5.025,-0.016757,-0.40906,-0.09194,0.67476
5.03,-0.016757,-0.41052,-0.10924,0.68957
5.035,-0.016757,-0.41195,-0.12234,0.70445
5.04,-0.016524,-0.4134,-0.12931,0.70904
5.045,-0.016524,-0.41447,-0.12939,0.70942
5.05,-0.016184,-0.4165,-0.12537,0.70444
5.055,-0.015954,-0.41767,-0.1156,0.69902
5.06,-0.015728,-0.41916,-0.097964,0.68521
5.065,-0.015728,-0.4206,-0.076136,0.67218
5.07,-0.015327,-0.4221,-0.051135,0.65326
5.075,-0.014923,-0.42364,-0.019666,0.62135
5.08,-0.014519,-0.42494,0.017021,0.57896
5.085,-0.014114,-0.42624,0.057704,0.53483
5.09,-0.013708,-0.42808,0.10307,0.48388
5.095,-0.013106,-0.42922,0.15429,0.43098
5.1,-0.012706,-0.43089,0.208,0.38418
5.105,-0.012089,-0.43338,0.26555,0.34166
5.11,-0.011461,-0.43528,0.32488,0.29447
5.115,-0.010825,-0.43756,0.38532,0.24678
5.12,-0.010023,-0.43938,0.44534,0.19543
5.125,-0.0093823,-0.44123,0.5052,0.14263
5.13,-0.0083488,-0.44391,0.56181,0.084572
5.135,-0.0075864,-0.44641,0.61729,0.026218
5.14,-0.0066936,-0.44891,0.67166,-0.035657
5.145,-0.0057955,-0.45078,0.72414,-0.097544
5.15,-0.004896,-0.45314,0.77407,-0.17019
5.155,-0.004345,-0.45491,0.82278,-0.24062
5.16,-0.0034452,-0.45714,0.86885,-0.31063
5.165,-0.0028824,-0.45862,0.91097,-0.37256
5.17,-0.0019938,-0.46091,0.94923,-0.43094
5.175,-0.0014271,-0.46241,0.98315,-0.47738
5.18,-0.00085734,-0.46389,1.0111,-0.51911
5.185,-0.00028575,-0.46497,1.0309,-0.55202
5.19,0.00028575,-0.46643,1.0456,-0.58153
5.195,0.00085734,-0.46788,1.0534,-0.59837
5.2,0.0014271,-0.46937,1.055,-0.60698
5.205,0.0019938,-0.47077,1.0518,-0.60802
5.21,0.0025563,-0.47224,1.0453,-0.60805
5.215,0.0031643,-0.47304,1.0328,-0.60296
5.22,0.0034452,-0.47416,1.0143,-0.59934
5.225,0.0040663,-0.47481,0.99029,-0.59337
5.23,0.0046979,-0.47562,0.95967,-0.57738
5.235,0.0049759,-0.47693,0.92207,-0.54378
5.24,0.0058898,-0.47722,0.8792,-0.4931
5.245,0.0058898,-0.47847,0.83185,-0.42126
5.25,0.006429,-0.47977,0.77914,-0.33328
