time,Hip Angle,Knee Angle,Hip Momentum,Knee Momentum
19.77,-0.0083488,0.14338,0.11469,-1.5801
19.775,-0.0086013,0.14372,0.12568,-1.6113
19.78,-0.0089899,0.14338,0.13608,-1.6386
19.785,-0.009237,0.14292,0.14612,-1.6586
19.79,-0.0096282,0.14258,0.15528,-1.6734
19.795,-0.0098693,0.14213,0.16146,-1.682
19.8,-0.010263,0.14179,0.1644,-1.6897
19.805,-0.010497,0.14135,0.1628,-1.6938
19.81,-0.010659,0.14074,0.1612,-1.6914
19.815,-0.010825,0.14002,0.1574,-1.6859
19.82,-0.011288,0.13955,0.15257,-1.675
19.825,-0.011461,0.1392,0.14848,-1.6556
19.83,-0.011687,0.13853,0.14619,-1.6266
19.835,-0.012089,0.13743,0.14118,-1.5962
19.84,-0.012089,0.13708,0.13627,-1.5657
19.845,-0.012307,0.13672,0.13435,-1.5371
19.85,-0.012492,0.13599,0.13411,-1.5102
19.855,-0.012492,0.13563,0.13567,-1.4872
19.86,-0.012706,0.13491,0.14171,-1.4613
19.865,-0.012897,0.1342,0.14887,-1.4338
19.87,-0.012897,0.13342,0.15457,-1.4055
19.875,-0.012897,0.13271,0.15988,-1.3756
19.88,-0.012897,0.13192,0.16659,-1.3448
19.885,-0.012897,0.13112,0.17502,-1.3183
19.89,-0.012897,0.1303,0.18705,-1.2941
19.895,-0.012897,0.12915,0.2026,-1.2712
19.9,-0.012897,0.1285,0.22006,-1.251
19.905,-0.012897,0.12771,0.23662,-1.233
19.91,-0.012897,0.12733,0.25101,-1.2145
19.915,-0.012897,0.12642,0.26342,-1.1956
19.92,-0.012897,0.12541,0.27586,-1.1763
19.925,-0.012683,0.12415,0.29023,-1.1538
19.93,-0.012492,0.12311,0.30693,-1.1283
19.935,-0.012273,0.12207,0.3252,-1.1045
19.94,-0.012089,0.12155,0.34511,-1.0788
19.945,-0.011867,0.12023,0.36708,-1.0539
19.95,-0.011687,0.11922,0.38863,-1.0318
19.955,-0.011461,0.11792,0.4101,-1.0134
19.96,-0.011288,0.11711,0.43326,-0.99055
19.965,-0.011059,0.11597,0.45733,-0.96978
19.97,-0.010659,0.11493,0.47963,-0.94934
19.975,-0.010263,0.1134,0.50199,-0.92839
19.98,-0.0096282,0.11193,0.52425,-0.90832
19.985,-0.009237,0.11077,0.5449,-0.89867
19.99,-0.0089899,0.10966,0.56638,-0.89283
19.995,-0.0086013,0.10777,0.58878,-0.89171
20,-0.0079646,0.10622,0.61087,-0.89707
20.005,-0.0074459,0.10405,0.63181,-0.90805
20.01,-0.0070667,0.10323,0.65092,-0.91686
20.015,-0.006429,0.10191,0.66648,-0.92745
20.02,-0.0057955,0.099713,0.6804,-0.93833
20.025,-0.005252,0.09806,0.69332,-0.94851
20.03,-0.004622,0.096735,0.70681,-0.95474
20.035,-0.004345,0.095954,0.72209,-0.96197
20.04,-0.0037236,0.093849,0.73872,-0.97175
20.045,-0.0031643,0.092509,0.75524,-0.98238
20.05,-0.0028824,0.091679,0.76946,-0.99022
20.055,-0.0023135,0.090338,0.78003,-0.99642
20.06,-0.0019938,0.089166,0.78608,-0.99654
20.065,-0.0014271,0.087511,0.78749,-0.99
20.07,-0.00085734,0.08661,0.78305,-0.9761
20.075,-0.00057205,0.085832,0.77565,-0.95954
20.08,0,0.084775,0.76587,-0.93982
20.085,0.00028575,0.084059,0.75403,-0.92019
20.09,0.00085734,0.082974,0.74086,-0.89325
20.095,0.0011429,0.082247,0.727,-0.8624
20.1,0.0014271,0.08152,0.71059,-0.82469
20.105,0.0017112,0.080796,0.6895,-0.77904
20.11,0.0019938,0.080076,0.66359,-0.72149
20.115,0.0025563,0.07972,0.63201,-0.65683
20.12,0.0028824,0.079304,0.59652,-0.58026
20.125,0.0031643,0.078588,0.55749,-0.49334
20.13,0.0037236,0.078234,0.51847,-0.39517
20.135,0.0040663,0.077793,0.48085,-0.28968
20.14,0.004345,0.07709,0.44302,-0.17776
20.145,0.004622,0.07709,0.40287,-0.061816
20.15,0.004896,0.076855,0.36162,0.059793
20.155,0.0049759,0.076159,0.31617,0.17843
20.16,0.0055248,0.075942,0.26682,0.29679
20.165,0.0057955,0.075605,0.21586,0.41965
20.17,0.0061606,0.075605,0.16528,0.54137
20.175,0.006429,0.075469,0.11649,0.65452
20.18,0.0066936,0.075605,0.072572,0.76591
20.185,0.007328,0.075737,0.033027,0.87527
20.19,0.0074459,0.075469,-0.0018456,0.97675
20.195,0.0077074,0.075133,-0.032401,1.0704
20.2,0.0080919,0.075469,-0.060321,1.1635
20.205,0.0086013,0.075737,-0.086176,1.2524
20.21,0.0087382,0.075943,-0.11174,1.3346
20.215,0.0089899,0.075943,-0.13695,1.4073
20.22,0.0091329,0.075811,-0.16044,1.4748
20.225,0.0093823,0.075811,-0.1822,1.533
20.23,0.0098693,0.076068,-0.20045,1.5815
20.235,0.010023,0.076284,-0.21337,1.6211
20.24,0.010023,0.076284,-0.22194,1.652
20.245,0.010263,0.076404,-0.22775,1.6706
20.25,0.010423,0.07709,-0.23063,1.6811
20.255,0.010891,0.07763,-0.23478,1.6827
20.26,0.011059,0.077793,-0.24114,1.6755
20.265,0.011288,0.077884,-0.2461,1.6645
20.27,0.011461,0.078588,-0.24897,1.6516
20.275,0.011687,0.078662,-0.25018,1.6308
20.28,0.011867,0.079364,-0.24598,1.6093
20.285,0.012089,0.080076,-0.23723,1.5884
20.29,0.012273,0.080796,-0.2271,1.5642
20.295,0.012273,0.080796,-0.21737,1.5385
20.3,0.012492,0.081535,-0.20869,1.5189
20.305,0.012683,0.081884,-0.20411,1.4959
20.31,0.012683,0.082611,-0.20336,1.4663
20.315,0.012683,0.082974,-0.20616,1.4323
20.32,0.012897,0.083314,-0.21032,1.3973
20.325,0.012897,0.083668,-0.21631,1.3547
20.33,0.012897,0.084059,-0.22481,1.3098
20.335,0.012897,0.084775,-0.23245,1.2662
20.34,0.012897,0.085482,-0.24007,1.2249
20.345,0.012897,0.08626,-0.24946,1.1828
20.35,0.012897,0.086701,-0.25877,1.1451
20.355,0.012897,0.0873,-0.26689,1.1131
